0,0,0
-1.6000000000000014,-3.2,-0.0139760375
-0.7000000000000028,-1.4,-0.006114518
-2.1000000000000014,-4.2,-0.01834354
-2.299999999999997,-4.6,-0.020090548
0.0,0.0,0.0
-1.5,-3.0,-0.013102571
-2.799999999999997,-5.6,-0.024458071
1.7000000000000028,3.4,-0.19695185
1.3999999999999986,2.8,-0.16219565
-4.299999999999997,-8.6,-0.037560537
3.6000000000000014,7.2,-0.41707447
-0.8999999999999986,-1.8,-0.007861531
-2.700000000000003,-5.4,-0.023584537
3.0,6.0,-0.34756213
0.10000000000000142,0.2,-0.011585401
-0.20000000000000284,-0.4,-0.0017470047
1.0,2.0,-0.11585401
1.6000000000000014,3.2,-0.18536642
-0.10000000000000142,-0.2,-0.00087350234
-4.700000000000003,-9.4,-0.041054644
-3.6000000000000014,-7.2,-0.031446125
-4.100000000000001,-8.2,-0.035813637
-3.5,-7.0,-0.030572645
-4.799999999999997,-9.6,-0.041928016
-0.29999999999999716,-0.6,-0.002620501
-6.299999999999997,-12.6,-0.055030666
2.299999999999997,4.6,-0.2664643
-2.3999999999999986,-4.8,-0.020964008
3.299999999999997,6.6,-0.38231838
0.3999999999999986,0.8,-0.046341605
-0.3999999999999986,-0.8,-0.0034940094
1.8999999999999986,3.8,-0.2201226
0.20000000000000284,0.4,-0.023170803
-3.299999999999997,-6.6,-0.028825559
1.5,3.0,-0.17378107
-3.0,-6.0,-0.026205141
-4.200000000000003,-8.4,-0.03668708
-9.0,-18.0,-0.07861501
-1.7999999999999972,-3.6,-0.015723063
-6.600000000000001,-13.2,-0.057651117
-7.5,-15.0,-0.06551273
-4.399999999999999,-8.8,-0.038434107
-3.799999999999997,-7.6,-0.033193015
-4.0,-8.0,-0.034940142
-3.200000000000003,-6.4,-0.027952075
-0.7999999999999972,-1.6,-0.0069880188
-6.0,-12.0,-0.052410282
2.799999999999997,5.6,-0.3243913
7.799999999999997,15.6,-0.9036614
0.8999999999999986,1.8,-0.10426862
0.6000000000000014,1.2,-0.069512405
0.7000000000000028,1.4,-0.08109783
2.0,4.0,-0.23170802
-2.5,-5.0,-0.02183756
-3.700000000000003,-7.4,-0.032319605
-2.200000000000003,-4.4,-0.019217053
-4.600000000000001,-9.2,-0.040181097
-3.1000000000000014,-6.2,-0.027078524
0.5,1.0,-0.057927005
-13.5,-27.0,-0.117922686
-12.0,-24.0,-0.104820564
-8.899999999999999,-17.8,-0.07774167
-7.799999999999997,-15.6,-0.068133175
-8.299999999999997,-16.6,-0.072500594
-8.5,-17.0,-0.0742476
-7.700000000000003,-15.4,-0.067259744
-10.299999999999997,-20.6,-0.08997078
-10.5,-21.0,-0.09171787
8.299999999999997,16.6,-0.9615884
6.399999999999999,12.8,-0.7414657
6.100000000000001,12.2,-0.70670944
5.600000000000001,11.2,-0.6487826
6.200000000000003,12.4,-0.71829504
2.700000000000003,5.4,-0.31280595
7.5,15.0,-0.86890507
1.7999999999999972,3.6,-0.20853724
2.3999999999999986,4.8,-0.27804962
17.4,31.8,-1.8899918
5.700000000000003,11.4,-0.66036797
-18.5,-34.0,-0.15735397
-6.100000000000001,-12.2,-0.05328341
-17.4,-31.8,-0.14830059
-16.5,-30.0,-0.14073336
-17.9,-32.8,-0.15241604
-18.1,-33.2,-0.15406153
-17.299999999999997,-31.6,-0.14747773
-19.9,-36.8,-0.16907051
-20.1,-37.2,-0.17081398
8.100000000000001,16.2,-0.93841755
5.899999999999999,11.8,-0.68353873
5.399999999999999,10.8,-0.6256119
7.700000000000003,15.4,-0.8920757
6.0,12.0,-0.69512427
2.5,5.0,-0.28963503
7.299999999999997,14.6,-0.84573424
-8.100000000000001,-16.2,-0.07075362
-7.200000000000003,-14.4,-0.06289225
-8.600000000000001,-17.2,-0.075121075
-8.799999999999997,-17.6,-0.07686821
-8.0,-16.0,-0.069880284
-10.600000000000001,-21.2,-0.092590876
